elemID,permission,layout_width,layout_height,textColor,text,textSize,src_image_text,background_image_text
cd,READ_PHONE_STATE,fill_parent,wrap_content,,,,,
cd,ACCESS_NETWORK_STATE,fill_parent,wrap_content,,,,,
cd,INTERNET,fill_parent,wrap_content,,,,,
girl_img,WAKE_LOCK,wrap_content,wrap_content,,,,U,
boy_img,WAKE_LOCK,wrap_content,wrap_content,,,,,
start_game,VIBRATE,wrap_content,wrap_content,,,,,
start_game,ACCESS_FINE_LOCATION,wrap_content,wrap_content,,,,,
start_game,WAKE_LOCK,wrap_content,wrap_content,,,,,
start_game,ACCESS_NETWORK_STATE,wrap_content,wrap_content,,,,,
start_game,READ_PHONE_STATE,wrap_content,wrap_content,,,,,
start_game,ACCESS_NETWORK_STATE,wrap_content,wrap_content,,,,,
start_game,INTERNET,wrap_content,wrap_content,,,,,
rank,VIBRATE,wrap_content,wrap_content,,,,,
rank,ACCESS_FINE_LOCATION,wrap_content,wrap_content,,,,,
rank,WAKE_LOCK,wrap_content,wrap_content,,,,,
rank,ACCESS_NETWORK_STATE,wrap_content,wrap_content,,,,,
rank,READ_PHONE_STATE,wrap_content,wrap_content,,,,,
rank,ACCESS_NETWORK_STATE,wrap_content,wrap_content,,,,,
rank,INTERNET,wrap_content,wrap_content,,,,,
option,VIBRATE,wrap_content,wrap_content,,,,,
option,ACCESS_FINE_LOCATION,wrap_content,wrap_content,,,,,
option,WAKE_LOCK,wrap_content,wrap_content,,,,,
option,ACCESS_NETWORK_STATE,wrap_content,wrap_content,,,,,
option,READ_PHONE_STATE,wrap_content,wrap_content,,,,,
option,ACCESS_NETWORK_STATE,wrap_content,wrap_content,,,,,
option,INTERNET,wrap_content,wrap_content,,,,,
sound,WAKE_LOCK,wrap_content,wrap_content,,,,,
button_return,CAMERA,,,,,,,
share_to_weibo_button,VIBRATE,0.0dip,wrap_content,,@string/share_to_weibo,,,
share_to_weibo_button,ACCESS_FINE_LOCATION,0.0dip,wrap_content,,@string/share_to_weibo,,,
share_to_weibo_button,ACCESS_NETWORK_STATE,0.0dip,wrap_content,,@string/share_to_weibo,,,
share_to_weibo_button,ACCESS_WIFI_STATE,0.0dip,wrap_content,,@string/share_to_weibo,,,
share_to_weibo_button,READ_PHONE_STATE,0.0dip,wrap_content,,@string/share_to_weibo,,,
share_to_weibo_button,INTERNET,0.0dip,wrap_content,,@string/share_to_weibo,,,
more_works,GET_TASKS,,,,,,,
more_works,VIBRATE,,,,,,,
more_works,BROADCAST_STICKY,,,,,,,
more_works,ACCESS_FINE_LOCATION,,,,,,,
more_works,ACCESS_NETWORK_STATE,,,,,,,
more_works,ACCESS_WIFI_STATE,,,,,,,
more_works,INTERNET,,,,,,,
label_max_frame_count,VIBRATE,wrap_content,wrap_content,@color/white,@string/max_capture_time,18.0dip,,
label_max_frame_count,ACCESS_FINE_LOCATION,wrap_content,wrap_content,@color/white,@string/max_capture_time,18.0dip,,
label_max_frame_count,ACCESS_NETWORK_STATE,wrap_content,wrap_content,@color/white,@string/max_capture_time,18.0dip,,
