37,82.14,Q144,INTERNET,OneMap_v2.2.4_apkpure.com.apk,tb_landlot,fragment_land_query.xml
38,46.43,Q145,INTERNET,OneMap_v2.2.4_apkpure.com.apk,et_tenure_lotnum3,tenure_land_search.xml
39,71.43,Q146,INTERNET,OneMap_v2.2.4_apkpure.com.apk,covid_visited_places_btn,onemap2.xml
40,46.43,Q147,ACCESS_NETWORK_STATE,OneMap_v2.2.4_apkpure.com.apk,venue_more_info,fragment_foursquare.xml
42,71.43,Q149,INTERNET,ActiveSG_v2.7.12_apkpure.com.apk,ivCenterActivesgMenu,include_homepage_bottom.xml
43,85.71,Q150,INTERNET,myENV_v2.7.18_apkpure.com.apk,tvAddCurrentLocation,item_aedes_current_location.xml
44,85.71,Q151,INTERNET,OneMap_v2.2.4_apkpure.com.apk,tv_search_field,partial_search_field.xml
45,78.57,Q152,WRITE_EXTERNAL_STORAGE,OneMap_v2.2.4_apkpure.com.apk,compassView,onemap2.xml
46,60.71,Q153,ACCESS_WIFI_STATE,NLBMobile_v2.8.1_apkpure.com.apk,~const,facebookShare: imageUrl:
47,60.71,Q154,INTERNET,NLB,oncreate,scanneractivity
48,21.43,Q155,ACCESS_COARSE_LOCATION,myresponder,camera_video_view,
49,50.00,Q156,RECORD_AUDIO,myresponder,camera_view,
50,78.57,Q157,ACCESS_COARSE_LOCATION,myresponder,fragment_aed,
1,70.37,Q286,ACCESS_NETWORK_STATE,ActiveSG_v2.7.12_apkpure.com.apk,LLNavBuy,include_homepage_bottom.xml
2,77.78,Q288,READ_EXTERNAL_STORAGE,OneMap_v2.2.4_apkpure.com.apk,lv_sch_search_list,activity_school_search.xml
3,40.74,Q290,USE_FINGERPRINT,OneMap_v2.2.4_apkpure.com.apk,map_view,onemap2.xml
4,25.93,Q292,WRITE_CONTACTS,ActiveSG_v2.7.12_apkpure.com.apk,btnAddMember,fragment_add_member.xml
5,18.52,Q294,ACCESS_FINE_LOCATION,myENV_v2.7.18_apkpure.com.apk,wrap_filter_1,fragment_lightning.xml
6,59.26,Q296,READ_CALENDAR,ActiveSG_v2.7.12_apkpure.com.apk,tvProgrammeName,program_list_item_layout.xml
7,81.48,Q298,SEND_SMS,myENV_v2.7.18_apkpure.com.apk,btn_region_haze_map_type_2,layout_region_haze_map_type.xml
8,62.96,Q300,READ_EXTERNAL_STORAGE,OneMap_v2.2.4_apkpure.com.apk,iv_new_notifications,onemap2.xml
9,70.37,Q302,INTERNET,OneMap_v2.2.4_apkpure.com.apk,btn_close_category_activity,activity_chose_property_query_category.xml
10,18.52,Q304,ACCESS_FINE_LOCATION,OneMap_v2.2.4_apkpure.com.apk,ll_bus,fragment_search_journey_planner.xml
11,70.37,Q306,READ_EXTERNAL_STORAGE,OneMap_v2.2.4_apkpure.com.apk,et_search1,fragment_address_search.xml
12,74.07,Q308,INTERNET,OneMap_v2.2.4_apkpure.com.apk,img_btn_info_sq,fragment_school_query.xml
13,62.96,Q310,RECORD_AUDIO,OneMap_v2.2.4_apkpure.com.apk,tv_covid_phpc_phone,fragment_covid_phpc.xml
14,40.74,Q312,INTERNET,myENV_v2.7.18_apkpure.com.apk,btnDelete,list_item_hea_manage_appliance.xml
15,3.70,Q314,ACCESS_FINE_LOCATION,OneMap_v2.2.4_apkpure.com.apk,ll_drive,fragment_search_journey_planner.xml
16,77.78,Q316,READ_EXTERNAL_STORAGE,myENV_v2.7.18_apkpure.com.apk,btnAskJamie,fragment_side_menu.xml
17,22.22,Q318,CAMERA,NLBMobile_v2.8.1_apkpure.com.apk,btnhist,sample_tab_app.xml
18,66.67,Q320,ACCESS_NETWORK_STATE,ActiveSG_v2.7.12_apkpure.com.apk,LLNavFacilities,include_homepage_bottom.xml
20,66.67,Q324,INTERNET,OneMap_v2.2.4_apkpure.com.apk,tb_landownership,fragment_land_query.xml
21,70.37,Q326,ACCESS_COARSE_LOCATION,PoliceSG_v3.2.8_apkpure.com.apk,linearBaseIW,main.xml
22,74.07,Q328,INTERNET,OneMap_v2.2.4_apkpure.com.apk,fab_currentloc,onemap2.xml
23,70.37,Q330,INTERNET,myENV_v2.7.18_apkpure.com.apk,iv_locate_me,fragment_lightning.xml
24,18.52,Q332,ACCESS_FINE_LOCATION,OneMap_v2.2.4_apkpure.com.apk,ll_transit,fragment_search_journey_planner.xml
25,85.19,Q334,READ_CALENDAR,ActiveSG_v2.7.12_apkpure.com.apk,ivLogOut,activity_main.xml
26,14.81,Q336,ACCESS_COARSE_LOCATION,OneMap_v2.2.4_apkpure.com.apk,venue_address,fragment_foursquare.xml
27,70.37,Q338,ACCESS_ NETWORK_STATE,OneMap_v2.2.4_apkpure.com.apk,viewpager_tutorial,activity_tutorial.xml
28,74.07,Q340,INTERNET,ActiveSG_v2.7.12_apkpure.com.apk,LLNavMyHealth,include_homepage_bottom.xml
29,25.93,Q342,ACCESS_COARSE_LOCATION,myENV_v2.7.18_apkpure.com.apk,wrap_filter_2,fragment_lightning.xml
30,81.48,Q344,WRITE_EXTERNAL_STORAGE,OneMap_v2.2.4_apkpure.com.apk,imgview_main_back,onemap2.xml
31,7.41,Q346,ACCESS_FINE_LOCATION,OneMap_v2.2.4_apkpure.com.apk,ll_walk,fragment_search_journey_planner.xml
32,40.74,Q348,READ_CALENDAR,ActiveSG_v2.7.12_apkpure.com.apk,LLNavProgrammes,include_homepage_bottom.xml
